Iteration	Posterior	Likelihood	Prior	TreeLength	OmegaCount	K	R	Pi[0]	Pi[1]	Pi[2]	Pi[3]	Pi[4]	Pi[5]	Pi[6]	Pi[7]	Pi[8]	Pi[9]	Pi[10]	Pi[11]	Pi[12]	Pi[13]	Pi[14]	Pi[15]	Pi[16]	Pi[17]	Pi[18]	Pi[19]	Pi[20]	Pi[21]	Pi[22]	Pi[23]	Pi[24]	Pi[25]	Pi[26]	Pi[27]	Pi[28]	Pi[29]	Pi[30]	Pi[31]	Pi[32]	Pi[33]	Pi[34]	Pi[35]	Pi[36]	Pi[37]	Pi[38]	Pi[39]	Pi[40]	Pi[41]	Pi[42]	Pi[43]	Pi[44]	Pi[45]	Pi[46]	Pi[47]	Pi[48]	Pi[49]	Pi[50]	Pi[51]	Pi[52]	Pi[53]	Pi[54]	Pi[55]	Pi[56]	Pi[57]	Pi[58]	Pi[59]	Pi[60]
27600	-6183.069081	-6869.290127	686.221046	34.182673	3.000000	1.366646	0.312128	0.017124	0.030035	0.051201	0.012215	0.006222	0.027545	0.003754	0.010117	0.011178	0.027527	0.008750	0.012824	0.001662	0.025884	0.014584	0.018682	0.011687	0.034661	0.016931	0.014887	0.006249	0.013863	0.004713	0.007815	0.001907	0.008183	0.005233	0.011136	0.004791	0.016727	0.051596	0.006545	0.013027	0.018827	0.016655	0.016146	0.006314	0.080972	0.008202	0.046464	0.010393	0.028054	0.005467	0.013339	0.001080	0.016026	0.026845	0.008634	0.010372	0.008350	0.016391	0.030323	0.004850	0.031342	0.014022	0.009251	0.009244	0.001557	0.028272	0.007582	0.015771
27700	-6174.237819	-6871.235391	696.997572	35.393483	3.000000	1.451164	0.232063	0.016765	0.029404	0.043799	0.012256	0.006091	0.036785	0.003675	0.011462	0.011913	0.025776	0.008566	0.012555	0.001628	0.024349	0.014277	0.013608	0.010668	0.043063	0.020978	0.015897	0.006118	0.013550	0.003535	0.007651	0.001867	0.008011	0.002305	0.012324	0.002858	0.016376	0.048713	0.006407	0.011938	0.018506	0.023630	0.015807	0.014727	0.082353	0.008694	0.045488	0.010175	0.023265	0.005251	0.013059	0.001057	0.013803	0.026177	0.008452	0.010154	0.009771	0.016047	0.033487	0.003362	0.026565	0.013022	0.014047	0.008933	0.001524	0.025654	0.007423	0.014397
27800	-6153.224395	-6857.421383	704.196988	31.227020	3.000000	1.237835	0.313766	0.017997	0.029583	0.042842	0.012330	0.009309	0.033479	0.005406	0.011532	0.011985	0.029250	0.008618	0.016341	0.001688	0.024497	0.011170	0.013714	0.010732	0.043324	0.014293	0.015867	0.007352	0.010465	0.005579	0.007697	0.004252	0.008060	0.002319	0.009521	0.002875	0.011862	0.044943	0.008436	0.023801	0.018619	0.023693	0.016090	0.014816	0.078743	0.009532	0.044461	0.013861	0.026295	0.006156	0.016066	0.002419	0.013870	0.024771	0.007043	0.009836	0.009831	0.007734	0.029179	0.003383	0.021642	0.013101	0.018247	0.008708	0.001662	0.025810	0.008828	0.014484
27900	-6165.762555	-6867.087859	701.325305	33.929320	3.000000	1.181988	0.299329	0.015826	0.030168	0.043690	0.009597	0.009494	0.045388	0.006055	0.017017	0.004656	0.029829	0.009568	0.021002	0.003639	0.017295	0.013657	0.017965	0.007786	0.034709	0.014576	0.013403	0.004714	0.012198	0.005512	0.007850	0.002460	0.011712	0.004220	0.014246	0.003480	0.012097	0.045832	0.008851	0.018442	0.017547	0.020579	0.014650	0.009751	0.080301	0.010179	0.045903	0.011564	0.023280	0.007232	0.022967	0.002467	0.014145	0.025261	0.007182	0.008405	0.010025	0.009726	0.029756	0.003450	0.021842	0.013360	0.014000	0.006102	0.003301	0.026320	0.009003	0.014770
28000	-6163.092966	-6862.533417	699.440451	32.708264	3.000000	1.357325	0.261526	0.012740	0.024741	0.041167	0.008931	0.008835	0.042240	0.002953	0.015836	0.004735	0.027760	0.004139	0.019546	0.003387	0.030587	0.013378	0.017563	0.013253	0.041283	0.013856	0.016673	0.007822	0.011352	0.003806	0.012430	0.002290	0.011869	0.001621	0.013258	0.003239	0.011258	0.041452	0.006178	0.023179	0.024549	0.022178	0.015690	0.008459	0.075907	0.009473	0.055388	0.014020	0.028408	0.004400	0.021374	0.001482	0.014173	0.022258	0.006684	0.009917	0.008023	0.011201	0.030096	0.003210	0.020327	0.016942	0.014765	0.005678	0.001094	0.019544	0.008378	0.013021
28100	-6176.743758	-6868.899688	692.155929	29.482088	3.000000	1.319496	0.402489	0.012687	0.029214	0.037216	0.008889	0.008811	0.042063	0.002941	0.014468	0.011068	0.022770	0.009953	0.010124	0.001001	0.028035	0.013322	0.010238	0.009232	0.036262	0.013798	0.016603	0.005742	0.012116	0.003790	0.008413	0.005553	0.011025	0.001615	0.013708	0.003225	0.016093	0.047358	0.009829	0.018771	0.024447	0.034149	0.015624	0.008424	0.070199	0.012839	0.051103	0.012201	0.020423	0.006005	0.021285	0.001475	0.013279	0.022165	0.008457	0.009876	0.008234	0.019419	0.025558	0.002178	0.017405	0.020283	0.015308	0.006290	0.000557	0.026540	0.012321	0.018021
28200	-6170.535090	-6867.156808	696.621718	32.325382	3.000000	1.264298	0.262632	0.013911	0.033254	0.035085	0.010836	0.006653	0.032616	0.003014	0.018718	0.007692	0.025252	0.011413	0.014574	0.000602	0.028733	0.013654	0.016762	0.009462	0.041273	0.014547	0.017016	0.006377	0.012417	0.003711	0.008426	0.005691	0.009401	0.001197	0.011013	0.003305	0.015802	0.048536	0.005186	0.021910	0.015343	0.020208	0.014277	0.013300	0.071945	0.013675	0.045901	0.014194	0.024674	0.005547	0.015681	0.001093	0.014015	0.024714	0.013124	0.014127	0.009026	0.010883	0.034765	0.002060	0.014782	0.021445	0.015265	0.006444	0.000571	0.026493	0.012627	0.015780
28300	-6193.662959	-6890.205942	696.542983	30.935086	3.000000	1.320612	0.278523	0.013608	0.032476	0.032472	0.008391	0.011266	0.035520	0.002948	0.020932	0.007524	0.019909	0.011345	0.018049	0.000589	0.028105	0.013356	0.016396	0.009054	0.034200	0.014230	0.016645	0.009978	0.012146	0.003630	0.009561	0.005567	0.009196	0.002635	0.016300	0.005782	0.015457	0.048622	0.008080	0.017866	0.024963	0.018484	0.013965	0.012070	0.073928	0.007987	0.052821	0.012557	0.024136	0.005426	0.014582	0.001069	0.013709	0.028610	0.012837	0.012354	0.008829	0.010569	0.030302	0.002712	0.013825	0.022125	0.014932	0.006178	0.000879	0.025914	0.012352	0.010051
28400	-6235.290614	-6865.841433	630.550819	30.010852	3.000000	1.440390	0.299024	0.013815	0.031222	0.032967	0.008519	0.009998	0.034270	0.003547	0.010401	0.006196	0.020212	0.011518	0.021259	0.000598	0.025462	0.013559	0.016646	0.005008	0.035581	0.012241	0.016899	0.009808	0.012331	0.003686	0.007499	0.001917	0.009871	0.002675	0.012041	0.005870	0.012406	0.050783	0.008276	0.018139	0.024285	0.020715	0.014178	0.013156	0.079532	0.013394	0.043466	0.010854	0.024503	0.004992	0.011868	0.001085	0.017388	0.029046	0.013033	0.012542	0.008629	0.014068	0.030763	0.003014	0.021095	0.026196	0.006948	0.011915	0.000893	0.029428	0.012540	0.015256
28500	-6187.502376	-6861.179644	673.677268	33.282744	3.000000	1.566217	0.244176	0.019028	0.034894	0.047084	0.010199	0.009402	0.034565	0.002385	0.009954	0.008390	0.019344	0.008150	0.014799	0.004074	0.024368	0.018681	0.015931	0.008131	0.029938	0.021142	0.012746	0.006552	0.013225	0.004635	0.007177	0.004812	0.009447	0.004189	0.013120	0.004922	0.016428	0.053443	0.007921	0.014533	0.023242	0.020579	0.017422	0.013775	0.073660	0.007584	0.047092	0.011572	0.023451	0.009808	0.011358	0.001039	0.014320	0.027799	0.010004	0.012004	0.008258	0.013463	0.025216	0.002926	0.020189	0.013385	0.011183	0.011404	0.000854	0.028164	0.009369	0.017276
28600	-6214.193032	-6861.309819	647.116787	30.704205	3.000000	1.382676	0.274540	0.009015	0.032480	0.043852	0.007502	0.009593	0.025772	0.003465	0.010156	0.008561	0.022230	0.007447	0.015099	0.002285	0.027953	0.019060	0.012352	0.010048	0.050230	0.013055	0.016285	0.008623	0.016809	0.001957	0.007322	0.005211	0.008076	0.004274	0.013387	0.004526	0.016761	0.054528	0.008082	0.017963	0.023714	0.018010	0.014366	0.014055	0.075156	0.009553	0.052410	0.012223	0.023927	0.007212	0.016485	0.001060	0.014611	0.027252	0.009863	0.010571	0.009527	0.010435	0.025728	0.002103	0.016119	0.020101	0.006989	0.006703	0.000872	0.029410	0.009559	0.018026
28700	-6208.680734	-6866.103968	657.423235	32.958988	3.000000	1.667977	0.299569	0.010838	0.030171	0.042313	0.012683	0.005093	0.024868	0.003344	0.011772	0.008260	0.027684	0.009099	0.014570	0.002406	0.032382	0.016137	0.015809	0.005545	0.048467	0.018039	0.015713	0.008320	0.012142	0.006560	0.010632	0.005874	0.014315	0.007581	0.015488	0.006373	0.016173	0.052615	0.008220	0.017136	0.022882	0.017378	0.014579	0.009238	0.072519	0.017150	0.050571	0.011794	0.023088	0.005879	0.011079	0.003138	0.014099	0.026296	0.009517	0.010200	0.008284	0.010868	0.029704	0.002030	0.015554	0.011534	0.008419	0.009772	0.000841	0.028378	0.009223	0.009364
28800	-6171.677899	-6872.225757	700.547858	31.294946	3.000000	1.564056	0.251272	0.013439	0.031692	0.044448	0.013323	0.006467	0.026122	0.003512	0.013486	0.005158	0.029756	0.008163	0.016254	0.001124	0.030191	0.016951	0.015255	0.005824	0.032309	0.018949	0.012988	0.008740	0.014547	0.007258	0.010687	0.003539	0.015037	0.005662	0.010641	0.004114	0.016989	0.047640	0.009305	0.015082	0.024036	0.021241	0.018756	0.012002	0.070556	0.018015	0.050242	0.014502	0.027640	0.006175	0.017957	0.002365	0.014810	0.022482	0.009997	0.009757	0.008702	0.011417	0.021420	0.007000	0.016338	0.010474	0.008844	0.010710	0.000884	0.023712	0.012646	0.012666
28900	-6186.004645	-6877.564848	691.560203	31.330944	3.000000	1.283297	0.231637	0.011216	0.025778	0.042985	0.006784	0.005909	0.034424	0.006482	0.014026	0.004766	0.024633	0.010855	0.015177	0.003375	0.033680	0.012102	0.013939	0.014393	0.029521	0.023643	0.011867	0.005673	0.015681	0.006052	0.011126	0.002474	0.010210	0.005174	0.013040	0.003759	0.012340	0.047975	0.008502	0.012244	0.019833	0.025596	0.017138	0.011894	0.077528	0.016461	0.054850	0.009664	0.027638	0.005642	0.018433	0.002161	0.011769	0.023119	0.011287	0.008915	0.007951	0.010990	0.031859	0.001720	0.013007	0.017663	0.015348	0.006282	0.001651	0.028670	0.011555	0.011573
29000	-6206.744741	-6882.947000	676.202260	34.023207	3.000000	1.843151	0.183279	0.011284	0.021713	0.054485	0.006825	0.008527	0.035259	0.006520	0.014110	0.004794	0.025473	0.005688	0.009996	0.002736	0.028432	0.013595	0.012951	0.009598	0.035554	0.018966	0.011938	0.011872	0.015775	0.008649	0.011193	0.002489	0.009816	0.004616	0.007945	0.003781	0.023235	0.048263	0.006695	0.018416	0.018854	0.025749	0.016559	0.010095	0.079567	0.009069	0.051268	0.009153	0.027259	0.005676	0.015344	0.002174	0.016838	0.023257	0.008016	0.009814	0.007999	0.011056	0.032050	0.000606	0.017379	0.015342	0.015770	0.006149	0.001660	0.028841	0.011624	0.011642
29100	-6214.173837	-6853.046951	638.873113	32.633776	3.000000	1.455769	0.186809	0.010386	0.023441	0.037304	0.012958	0.008626	0.037934	0.002886	0.013412	0.007080	0.024410	0.007690	0.010113	0.003137	0.028853	0.014844	0.013102	0.005952	0.035968	0.019672	0.013046	0.007087	0.015682	0.005848	0.014632	0.002520	0.009930	0.002540	0.008038	0.003826	0.023506	0.061217	0.006263	0.016487	0.018421	0.026049	0.015973	0.011396	0.080495	0.012294	0.051866	0.018540	0.024378	0.006598	0.014307	0.001929	0.017035	0.023528	0.008110	0.008787	0.008092	0.011185	0.032423	0.003494	0.016506	0.018098	0.006648	0.006526	0.000959	0.029178	0.009074	0.009721
29200	-6208.478404	-6855.159071	646.680667	33.160791	3.000000	1.315949	0.222416	0.010233	0.024457	0.040786	0.007886	0.008697	0.031518	0.001185	0.008578	0.007818	0.026932	0.009184	0.012164	0.002987	0.029445	0.017818	0.021179	0.007773	0.036264	0.016139	0.017100	0.005569	0.015811	0.004510	0.011211	0.002541	0.010042	0.002561	0.008104	0.003857	0.023700	0.053784	0.006314	0.016623	0.020704	0.026263	0.018066	0.011490	0.077603	0.010909	0.052293	0.018693	0.024579	0.006755	0.013993	0.001945	0.017175	0.027394	0.008176	0.008860	0.008159	0.011277	0.033225	0.003523	0.015682	0.018247	0.006703	0.006579	0.000967	0.023688	0.009149	0.015132
29300	-6205.179685	-6868.686377	663.506692	36.172648	3.000000	1.456003	0.135245	0.010221	0.022074	0.029961	0.007877	0.008687	0.031482	0.001183	0.010395	0.006570	0.026901	0.011865	0.013821	0.006115	0.029411	0.011830	0.015563	0.007764	0.036222	0.019746	0.013254	0.005563	0.013216	0.004085	0.011198	0.002538	0.014452	0.002644	0.012334	0.002587	0.023672	0.053722	0.006307	0.024811	0.020680	0.026233	0.018045	0.016966	0.077513	0.010896	0.052232	0.018671	0.024550	0.003893	0.020721	0.001942	0.017155	0.027363	0.008167	0.008257	0.004671	0.013920	0.030101	0.002320	0.014856	0.015165	0.006695	0.008943	0.001353	0.029060	0.006446	0.015115
29400	-6218.060475	-6860.488404	642.427929	33.430306	3.000000	1.596031	0.166909	0.016127	0.028896	0.038746	0.006636	0.005148	0.031653	0.003378	0.010709	0.006447	0.031221	0.008601	0.014238	0.003985	0.018870	0.016811	0.011765	0.011265	0.037211	0.015224	0.015404	0.003709	0.012154	0.003121	0.007004	0.001530	0.012140	0.001241	0.012706	0.004990	0.024386	0.046907	0.009786	0.020127	0.024363	0.027024	0.018590	0.012793	0.076613	0.018052	0.042098	0.019234	0.026122	0.007718	0.017920	0.003101	0.018958	0.024802	0.008413	0.008507	0.004812	0.008746	0.032718	0.001822	0.020253	0.018367	0.005813	0.009213	0.001394	0.033478	0.005941	0.010999
29500	-6221.516023	-6862.569705	641.053682	31.230547	3.000000	1.509920	0.238963	0.010572	0.020948	0.038945	0.006670	0.007737	0.033813	0.003396	0.014382	0.006011	0.031382	0.008645	0.018200	0.004006	0.021962	0.014836	0.011825	0.011915	0.036620	0.015474	0.013242	0.003728	0.012217	0.003137	0.007040	0.003113	0.008434	0.003524	0.010843	0.003687	0.024939	0.066768	0.009070	0.017145	0.023409	0.022299	0.018685	0.010131	0.079922	0.014387	0.042314	0.019333	0.022563	0.007757	0.019662	0.003435	0.019056	0.023832	0.009273	0.006549	0.007534	0.013682	0.035192	0.002958	0.013431	0.016952	0.008072	0.008112	0.001401	0.025099	0.009678	0.011055
29600	-6228.273852	-6867.883675	639.609824	34.154748	3.000000	1.710184	0.209563	0.011229	0.024861	0.036689	0.009011	0.009999	0.035911	0.003638	0.011290	0.003547	0.023788	0.003566	0.014972	0.004254	0.020476	0.014062	0.012267	0.007795	0.038894	0.015514	0.014064	0.008718	0.013714	0.003742	0.013361	0.003307	0.014156	0.003743	0.014741	0.005770	0.013974	0.066237	0.009785	0.018209	0.032044	0.023684	0.018424	0.010760	0.064878	0.011596	0.042852	0.014898	0.031762	0.007992	0.013257	0.003579	0.018216	0.032537	0.009848	0.006480	0.008002	0.006727	0.030342	0.003590	0.014264	0.017921	0.008138	0.009715	0.001488	0.026184	0.010279	0.015258
29700	-6190.454378	-6846.030759	655.576382	35.321070	3.000000	1.416613	0.258958	0.014314	0.023814	0.039377	0.008891	0.011582	0.035921	0.002796	0.011281	0.003064	0.029533	0.003827	0.016069	0.002537	0.019304	0.015093	0.013166	0.011241	0.034283	0.017207	0.015094	0.009551	0.014719	0.005562	0.012036	0.001782	0.010418	0.001054	0.010253	0.006193	0.014998	0.052356	0.009564	0.019543	0.024099	0.021894	0.017437	0.011548	0.075314	0.012979	0.042651	0.015989	0.027156	0.007718	0.016419	0.002840	0.015708	0.034921	0.010570	0.006955	0.008577	0.008601	0.029184	0.002984	0.015995	0.024345	0.006466	0.011059	0.001747	0.028102	0.011032	0.011285
29800	-6215.049318	-6850.658513	635.609195	32.386488	3.000000	1.518478	0.226923	0.014370	0.024523	0.044129	0.008925	0.004293	0.031562	0.004633	0.011325	0.008608	0.025277	0.007445	0.021773	0.002547	0.018146	0.015152	0.011590	0.010807	0.038367	0.017275	0.015153	0.010612	0.018684	0.004955	0.012083	0.001710	0.009852	0.001058	0.006131	0.005611	0.018933	0.064239	0.006866	0.019620	0.030858	0.032359	0.014219	0.008575	0.071800	0.009209	0.042818	0.016052	0.021163	0.004976	0.016461	0.001424	0.015770	0.035058	0.012281	0.013131	0.008745	0.008635	0.021631	0.002591	0.016058	0.014543	0.010661	0.004302	0.000972	0.024336	0.013787	0.011329
29900	-6220.047873	-6864.878230	644.830357	32.113552	3.000000	1.419450	0.200347	0.014763	0.023763	0.040633	0.012592	0.004068	0.030515	0.004704	0.010732	0.011214	0.023954	0.011833	0.020633	0.001059	0.019294	0.015341	0.010983	0.008356	0.036431	0.022442	0.020048	0.010057	0.017706	0.002891	0.010614	0.001621	0.010892	0.003390	0.007313	0.005255	0.014818	0.060666	0.008939	0.018593	0.025962	0.028244	0.015957	0.008127	0.065308	0.009133	0.046924	0.008319	0.028276	0.004715	0.012574	0.001349	0.014945	0.033223	0.011638	0.006239	0.008723	0.008183	0.026308	0.004496	0.015218	0.014150	0.010103	0.007938	0.000921	0.038007	0.013065	0.015842
30000	-6254.942935	-6893.152095	638.209159	31.383597	3.000000	1.270273	0.162881	0.014610	0.025971	0.041418	0.009908	0.012923	0.037798	0.002936	0.008880	0.005493	0.028194	0.007368	0.015028	0.001079	0.019666	0.015637	0.011195	0.008082	0.037135	0.014743	0.019743	0.006099	0.015580	0.001726	0.010819	0.004236	0.009191	0.003456	0.012213	0.005357	0.016392	0.058436	0.009112	0.019137	0.022627	0.021238	0.016265	0.011490	0.066569	0.009309	0.049346	0.011681	0.027643	0.003154	0.012817	0.002159	0.014388	0.032790	0.011863	0.011373	0.007984	0.009722	0.024877	0.001358	0.015697	0.014726	0.013775	0.007240	0.000472	0.034182	0.017733	0.017962
30100	-6221.957909	-6835.907446	613.949537	31.868886	3.000000	1.483721	0.187114	0.015745	0.024868	0.041960	0.010037	0.012799	0.038292	0.003503	0.012483	0.005602	0.027048	0.008685	0.010767	0.001093	0.020145	0.015842	0.011366	0.007297	0.044212	0.015089	0.020001	0.006179	0.018305	0.005861	0.015002	0.002756	0.009036	0.003317	0.011755	0.005427	0.016097	0.059201	0.011071	0.018577	0.022923	0.021516	0.018922	0.011640	0.067441	0.009431	0.049992	0.010640	0.028005	0.005638	0.012985	0.003631	0.013443	0.028342	0.010624	0.007120	0.004089	0.012793	0.025203	0.003506	0.015903	0.014918	0.008805	0.011557	0.001658	0.032452	0.008505	0.008905
30200	-6246.735733	-6851.339291	604.603558	36.025608	3.000000	1.489049	0.223942	0.015875	0.024473	0.031141	0.009795	0.009556	0.037978	0.003821	0.013322	0.007747	0.030541	0.008903	0.013353	0.003121	0.020651	0.020683	0.012805	0.007096	0.034729	0.015468	0.015926	0.004061	0.015660	0.006008	0.014842	0.002825	0.009262	0.002354	0.014476	0.005776	0.020796	0.067128	0.009998	0.019043	0.023499	0.022056	0.019457	0.011933	0.069134	0.013720	0.051247	0.010908	0.028436	0.005780	0.013311	0.003250	0.013781	0.025322	0.010890	0.007299	0.004448	0.010279	0.030325	0.003635	0.021291	0.015293	0.009056	0.013018	0.000195	0.016456	0.008718	0.008049
30300	-6231.413563	-6853.319477	621.905914	33.116346	3.000000	1.415404	0.238485	0.013004	0.025088	0.031924	0.007485	0.007617	0.031977	0.001732	0.015407	0.006696	0.030669	0.005512	0.013611	0.003199	0.021120	0.012261	0.014356	0.007275	0.035731	0.019128	0.021175	0.005264	0.013722	0.003998	0.009988	0.002393	0.010969	0.001743	0.016070	0.005922	0.012760	0.065261	0.007566	0.024479	0.024090	0.022611	0.018689	0.009158	0.070872	0.009816	0.052535	0.012296	0.031179	0.007024	0.016710	0.002371	0.016189	0.028515	0.010881	0.008007	0.011386	0.016080	0.028908	0.005068	0.011922	0.014912	0.011568	0.007431	0.002230	0.020798	0.008574	0.015080
30400	-6222.065525	-6844.823473	622.757948	32.204830	3.000000	1.425786	0.312065	0.012689	0.025151	0.031015	0.010327	0.007636	0.024020	0.001736	0.013564	0.009990	0.029219	0.007930	0.013302	0.001287	0.021173	0.014469	0.014392	0.009050	0.038457	0.019176	0.013845	0.005277	0.014736	0.003575	0.011775	0.005853	0.010997	0.001747	0.016457	0.005936	0.012792	0.042654	0.007579	0.024541	0.023917	0.022082	0.016438	0.009181	0.074033	0.013050	0.052667	0.012327	0.021462	0.007041	0.014129	0.001986	0.016230	0.028587	0.008299	0.008170	0.012314	0.014018	0.037759	0.005080	0.025496	0.014950	0.011597	0.010124	0.003682	0.027095	0.010824	0.015118
30500	-6229.721771	-6851.575964	621.854193	33.223464	3.000000	1.310672	0.241728	0.016687	0.022222	0.032549	0.010088	0.007584	0.023855	0.002894	0.013471	0.008591	0.017720	0.008838	0.015201	0.001251	0.022598	0.014370	0.015016	0.008988	0.044014	0.015586	0.015153	0.005918	0.014751	0.002868	0.011694	0.002197	0.013310	0.000563	0.016345	0.006242	0.012704	0.042362	0.007527	0.024373	0.023758	0.020434	0.014439	0.014211	0.076256	0.014122	0.051885	0.012102	0.021315	0.008802	0.014032	0.001972	0.016119	0.033074	0.008242	0.011391	0.008152	0.012762	0.032528	0.005947	0.025321	0.015204	0.011518	0.010055	0.004159	0.026909	0.012750	0.015014
30600	-6221.160855	-6840.792170	619.631315	34.353554	3.000000	1.597516	0.222204	0.016734	0.021451	0.034462	0.006681	0.005543	0.037754	0.002811	0.013089	0.008347	0.017499	0.008587	0.014574	0.004148	0.027652	0.013962	0.016461	0.010755	0.042765	0.016424	0.014374	0.009184	0.012306	0.005228	0.011362	0.002007	0.013066	0.000547	0.015881	0.006065	0.012344	0.053991	0.007029	0.018754	0.023084	0.018497	0.016329	0.013808	0.069863	0.010785	0.062205	0.015419	0.020710	0.008552	0.011858	0.001916	0.015661	0.032135	0.009182	0.011067	0.007735	0.009202	0.026555	0.005898	0.021484	0.014773	0.011244	0.009769	0.002473	0.024088	0.012126	0.011745
30700	-6243.144902	-6839.928814	596.783912	32.637164	3.000000	1.532562	0.200446	0.017055	0.029788	0.047196	0.006809	0.009101	0.038478	0.002865	0.013340	0.009102	0.024762	0.007504	0.012657	0.001070	0.022874	0.011860	0.016035	0.016005	0.034770	0.019837	0.014649	0.005762	0.013462	0.005328	0.011580	0.004248	0.008137	0.003531	0.011170	0.002726	0.012580	0.055025	0.007003	0.018600	0.022560	0.018851	0.016642	0.014568	0.071201	0.008005	0.053067	0.013511	0.021106	0.008716	0.023149	0.001953	0.015868	0.026623	0.009889	0.009791	0.007883	0.011597	0.023524	0.000998	0.014477	0.012997	0.011459	0.009957	0.001427	0.027824	0.012358	0.015090
30800	-6259.061072	-6858.913142	599.852069	31.045994	3.000000	1.401416	0.230411	0.017593	0.025338	0.033894	0.007287	0.008890	0.039691	0.002956	0.018854	0.012451	0.025543	0.005977	0.009201	0.002536	0.023695	0.012234	0.012108	0.006765	0.029507	0.017297	0.015111	0.010508	0.019166	0.005496	0.009062	0.002310	0.007388	0.003642	0.009776	0.002812	0.014845	0.058420	0.007224	0.019187	0.025487	0.020802	0.014526	0.011920	0.084627	0.009343	0.054741	0.013937	0.021772	0.006588	0.014797	0.002274	0.016368	0.027462	0.010201	0.010767	0.008132	0.013717	0.018982	0.003846	0.019426	0.013407	0.011820	0.008925	0.002282	0.028701	0.012748	0.015636
